GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,totalenr_1,difference
24033803700,Census Tract 8037, Prince George's County,724,138,97,35,19,18,116,113,3
24033803801,Census Tract 8038.01, Prince George's County,557,103,49,32,23,21,72,166,-94
24013505208,Census Tract 5052.08, Carroll County,1019,198,151,104,31,39,182,279,-97
24013508200,Census Tract 5082, Carroll County,1863,415,397,202,163,112,560,449,111
24031703218,Census Tract 7032.18, Montgomery County,28,25,0,12,18,20,18,17,1
24013505101,Census Tract 5051.01, Carroll County,1186,165,216,80,69,50,285,395,-110
24017850101,Census Tract 8501.01, Charles County,1524,373,418,172,104,63,522,603,-81
24017851301,Census Tract 8513.01, Charles County,1479,282,322,110,66,44,388,224,164
24510250101,Census Tract 2501.01, Baltimore city,1015,268,183,116,68,59,251,318,-67
24510010100,Census Tract 101, Baltimore city,483,211,121,123,240,93,361,325,36
24009860200,Census Tract 8602, Calvert County,1727,285,376,182,63,56,439,473,-34
24009860703,Census Tract 8607.03, Calvert County,1090,222,304,123,27,27,331,252,79
24009860300,Census Tract 8603, Calvert County,1027,163,130,75,21,22,151,216,-65
24009861001,Census Tract 8610.01, Calvert County,357,100,113,49,27,24,140,103,37
24029950200,Census Tract 9502, Kent County,885,155,213,83,92,62,305,256,49
24013506200,Census Tract 5062, Carroll County,1274,241,187,90,57,39,244,339,-95
24510240200,Census Tract 2402, Baltimore city,404,154,52,49,164,100,216,138,78
24025303501,Census Tract 3035.01, Harford County,1607,316,237,102,74,61,311,272,39
24033802408,Census Tract 8024.08, Prince George's County,283,79,38,24,29,27,67,83,-16
24033802405,Census Tract 8024.05, Prince George's County,807,241,117,87,55,47,172,259,-87
24033802901,Census Tract 8029.01, Prince George's County,801,209,174,97,30,29,204,136,68
24009860600,Census Tract 8606, Calvert County,2112,350,500,180,118,96,618,547,71
24510151300,Census Tract 1513, Baltimore city,1029,286,139,71,42,51,181,161,20
24003708001,Census Tract 7080.01, Anne Arundel County,664,180,108,55,57,47,165,192,-27
24003980000,Census Tract 9800, Anne Arundel County,0,12,0,12,0,12,0,0,0
24023000100,Census Tract 1, Garrett County,667,142,96,49,65,40,161,236,-75
24023000500,Census Tract 5, Garrett County,722,177,221,84,27,27,248,162,86
24013505206,Census Tract 5052.06, Carroll County,884,106,94,62,72,41,166,178,-12
24031700812,Census Tract 7008.12, Montgomery County,948,288,203,73,31,31,234,319,-85
24510120500,Census Tract 1205, Baltimore city,501,123,130,63,123,46,253,294,-41
24017850709,Census Tract 8507.09, Charles County,1938,523,254,151,41,48,295,735,-440
24015031302,Census Tract 313.02, Cecil County,2042,266,182,75,49,38,231,397,-166
24033803525,Census Tract 8035.25, Prince George's County,631,251,171,93,35,35,206,157,49
24510272006,Census Tract 2720.06, Baltimore city,752,188,105,53,22,21,127,254,-127
24027606804,Census Tract 6068.04, Howard County,1020,191,346,116,171,67,517,369,148
24013504100,Census Tract 5041, Carroll County,1108,224,199,89,90,60,289,314,-25
24033802203,Census Tract 8022.03, Prince George's County,1023,260,108,77,24,26,132,253,-121
24013502000,Census Tract 5020, Carroll County,670,133,103,50,21,23,124,151,-27
24025303801,Census Tract 3038.01, Harford County,540,110,143,72,39,34,182,249,-67
24013507702,Census Tract 5077.02, Carroll County,646,126,190,79,34,26,224,268,-44
24013514202,Census Tract 5142.02, Carroll County,811,118,193,78,56,41,249,187,62
24013512000,Census Tract 5120, Carroll County,271,43,32,18,6,7,38,65,-27
24013510000,Census Tract 5100, Carroll County,323,100,57,36,0,12,57,53,4
24047950700,Census Tract 9507, Worcester County,486,129,57,36,37,38,94,77,17
24025303205,Census Tract 3032.05, Harford County,459,89,59,31,4,7,63,55,8
24033805904,Census Tract 8059.04, Prince George's County,924,197,242,124,129,77,371,345,26
24031701308,Census Tract 7013.08, Montgomery County,784,133,192,64,130,60,322,365,-43
24033802201,Census Tract 8022.01, Prince George's County,497,126,130,90,10,16,140,122,18
24005400500,Census Tract 4005, Baltimore County,734,95,144,49,38,22,182,213,-31
24031701702,Census Tract 7017.02, Montgomery County,867,143,428,127,89,47,517,493,24
24005440800,Census Tract 4408, Baltimore County,796,183,330,137,94,79,424,307,117
24021751702,Census Tract 7517.02, Frederick County,812,197,142,97,11,17,153,320,-167
24035990200,Census Tract 9902, Queen Anne's County,0,12,0,12,0,12,0,0,0
24005402304,Census Tract 4023.04, Baltimore County,674,253,203,78,10,16,213,242,-29
24021751302,Census Tract 7513.02, Frederick County,537,103,92,53,0,12,92,136,-44
24510200600,Census Tract 2006, Baltimore city,598,238,110,85,39,42,149,132,17
24031700608,Census Tract 7006.08, Montgomery County,1497,142,162,71,43,33,205,356,-151
24003706301,Census Tract 7063.01, Anne Arundel County,834,148,215,117,83,85,298,221,77
24003730800,Census Tract 7308, Anne Arundel County,592,106,88,50,16,12,104,144,-40
24031703212,Census Tract 7032.12, Montgomery County,2597,388,506,182,346,206,852,651,201
24003750101,Census Tract 7501.01, Anne Arundel County,921,344,237,148,32,47,269,223,46
24510160802,Census Tract 1608.02, Baltimore city,896,207,110,61,50,46,160,195,-35
24031703501,Census Tract 7035.01, Montgomery County,1484,224,334,116,83,59,417,749,-332
24031703502,Census Tract 7035.02, Montgomery County,672,213,153,124,94,74,247,193,54
24001000600,Census Tract 6, Allegany County,707,207,185,104,0,12,185,260,-75
24003740400,Census Tract 7404, Anne Arundel County,42,37,33,33,5,8,38,168,-130
24013514100,Census Tract 5141, Carroll County,954,139,158,71,89,60,247,192,55
24045000200,Census Tract 2, Wicomico County,348,112,68,41,58,37,126,135,-9
24031704300,Census Tract 7043, Montgomery County,1278,141,51,43,109,56,160,144,16
24031700304,Census Tract 7003.04, Montgomery County,2537,328,620,273,184,119,804,867,-63
24037875000,Census Tract 8750, St. Mary's County,1611,259,308,133,95,88,403,300,103
24033801005,Census Tract 8010.05, Prince George's County,1114,175,190,89,169,84,359,446,-87
24003702205,Census Tract 7022.05, Anne Arundel County,1404,276,339,158,145,102,484,371,113
24027605103,Census Tract 6051.03, Howard County,1369,174,325,102,52,37,377,353,24
24033801312,Census Tract 8013.12, Prince George's County,941,166,148,72,67,63,215,259,-44
24003731105,Census Tract 7311.05, Anne Arundel County,1211,219,182,84,140,66,322,425,-103
24005451801,Census Tract 4518.01, Baltimore County,1360,328,242,165,0,17,242,343,-101
24005411410,Census Tract 4114.10, Baltimore County,955,161,233,124,41,49,274,349,-75
24005411201,Census Tract 4112.01, Baltimore County,564,85,62,45,33,27,95,167,-72
24021751202,Census Tract 7512.02, Frederick County,1721,233,370,164,99,86,469,466,3
24003751103,Census Tract 7511.03, Anne Arundel County,1104,380,223,129,45,75,268,391,-123
24003730505,Census Tract 7305.05, Anne Arundel County,1518,269,421,169,103,72,524,587,-63
24003731202,Census Tract 7312.02, Anne Arundel County,2106,400,351,154,242,152,593,410,183
24510080600,Census Tract 806, Baltimore city,350,117,60,48,27,30,87,157,-70
24003701300,Census Tract 7013, Anne Arundel County,1995,232,335,128,0,17,335,328,7
24003731310,Census Tract 7313.10, Anne Arundel County,1259,256,269,106,32,28,301,424,-123
24021753002,Census Tract 7530.02, Frederick County,787,237,67,43,0,12,67,153,-86
24031703902,Census Tract 7039.02, Montgomery County,1819,289,218,129,154,99,372,996,-624
24033801210,Census Tract 8012.10, Prince George's County,837,187,244,134,96,60,340,214,126
24510272003,Census Tract 2720.03, Baltimore city,2102,336,471,177,150,89,621,451,170
24033803602,Census Tract 8036.02, Prince George's County,722,185,89,57,63,47,152,146,6
24043010700,Census Tract 107, Washington County,622,88,53,32,7,9,60,105,-45
24005404900,Census Tract 4049, Baltimore County,828,115,151,67,26,22,177,266,-89
24510260404,Census Tract 2604.04, Baltimore city,408,145,7,12,26,28,33,94,-61
24031704403,Census Tract 7044.03, Montgomery County,208,70,21,22,45,26,66,94,-28
24043010500,Census Tract 105, Washington County,1410,310,271,127,37,47,308,184,124
24003706302,Census Tract 7063.02, Anne Arundel County,416,140,105,58,70,50,175,180,-5
24021751004,Census Tract 7510.04, Frederick County,1112,171,329,107,153,63,482,296,186
24003731308,Census Tract 7313.08, Anne Arundel County,682,160,143,72,26,26,169,158,11
24031705200,Census Tract 7052, Montgomery County,1020,87,104,39,16,17,120,149,-29
24025301401,Census Tract 3014.01, Harford County,1592,336,440,188,127,86,567,538,29
24031703214,Census Tract 7032.14, Montgomery County,2306,324,605,219,93,68,698,1054,-356
24033800706,Census Tract 8007.06, Prince George's County,799,173,136,70,52,53,188,409,-221
24043000602,Census Tract 6.02, Washington County,616,162,77,62,43,35,120,105,15
24015030503,Census Tract 305.03, Cecil County,1430,362,319,173,121,111,440,457,-17
24033800516,Census Tract 8005.16, Prince George's County,977,185,210,90,121,69,331,425,-94
24031700722,Census Tract 7007.22, Montgomery County,1283,230,240,111,116,73,356,400,-44
24033805601,Census Tract 8056.01, Prince George's County,1450,277,91,68,0,17,91,129,-38
24033801901,Census Tract 8019.01, Prince George's County,1190,276,222,92,131,101,353,332,21
24027605402,Census Tract 6054.02, Howard County,1846,339,445,172,335,166,780,798,-18
24015030601,Census Tract 306.01, Cecil County,953,144,167,80,39,37,206,195,11
24005403401,Census Tract 4034.01, Baltimore County,455,130,49,37,55,35,104,253,-149
24021751903,Census Tract 7519.03, Frederick County,1404,192,232,117,17,28,249,312,-63
24011955000,Census Tract 9550, Caroline County,773,143,88,47,36,42,124,127,-3
24025303204,Census Tract 3032.04, Harford County,1056,117,188,73,40,25,228,289,-61
24031700830,Census Tract 7008.30, Montgomery County,920,220,347,135,136,88,483,330,153
24031704404,Census Tract 7044.04, Montgomery County,1286,254,83,86,121,72,204,333,-129
24005410100,Census Tract 4101, Baltimore County,1582,221,127,80,144,84,271,393,-122
24005430600,Census Tract 4306, Baltimore County,521,113,165,100,39,32,204,144,60
24021752603,Census Tract 7526.03, Frederick County,1094,127,120,53,52,37,172,221,-49
24003702204,Census Tract 7022.04, Anne Arundel County,1222,138,206,76,69,44,275,431,-156
24033804200,Census Tract 8042, Prince George's County,563,120,76,49,55,51,131,275,-144
24031703301,Census Tract 7033.01, Montgomery County,1557,240,329,114,85,69,414,352,62
24031700715,Census Tract 7007.15, Montgomery County,1990,413,516,200,211,105,727,682,45
24510271300,Census Tract 2713, Baltimore city,577,111,85,39,48,59,133,319,-186
24031703901,Census Tract 7039.01, Montgomery County,888,142,213,92,56,35,269,255,14
24033804300,Census Tract 8043, Prince George's County,939,210,135,83,17,26,152,147,5
24031700713,Census Tract 7007.13, Montgomery County,1733,357,332,111,143,119,475,712,-237
24031705400,Census Tract 7054, Montgomery County,902,61,89,34,26,20,115,60,55
24021750503,Census Tract 7505.03, Frederick County,2565,510,650,294,241,200,891,403,488
24045000400,Census Tract 4, Wicomico County,1228,392,629,357,27,29,656,906,-250
24033800411,Census Tract 8004.11, Prince George's County,1168,228,213,101,204,126,417,364,53
24025301202,Census Tract 3012.02, Harford County,2106,294,401,166,136,81,537,481,56
24033801807,Census Tract 8018.07, Prince George's County,992,293,178,96,60,52,238,379,-141
24019970600,Census Tract 9706, Dorchester County,1119,254,254,120,57,47,311,327,-16
24033803508,Census Tract 8035.08, Prince George's County,1422,291,254,104,91,60,345,243,102
24005404600,Census Tract 4046, Baltimore County,540,144,49,30,20,23,69,128,-59
24031700823,Census Tract 7008.23, Montgomery County,844,206,173,66,108,80,281,240,41
24035810100,Census Tract 8101, Queen Anne's County,759,208,38,48,56,49,94,47,47
24029950400,Census Tract 9504, Kent County,630,216,52,45,18,17,70,71,-1
24001001000,Census Tract 10, Allegany County,484,119,101,70,21,29,122,164,-42
24033803509,Census Tract 8035.09, Prince George's County,959,140,261,75,47,54,308,305,3
24005490900,Census Tract 4909, Baltimore County,953,454,597,410,179,167,776,590,186
24025301102,Census Tract 3011.02, Harford County,993,165,201,86,24,26,225,215,10
24021751802,Census Tract 7518.02, Frederick County,705,138,46,36,13,20,59,338,-279
24027602202,Census Tract 6022.02, Howard County,1735,202,232,104,87,59,319,443,-124
24510250204,Census Tract 2502.04, Baltimore city,1894,331,144,83,14,21,158,189,-31
24031703207,Census Tract 7032.07, Montgomery County,2114,337,493,175,23,26,516,316,200
24045000300,Census Tract 3, Wicomico County,360,108,63,55,0,12,63,125,-62
24041960100,Census Tract 9601, Talbot County,779,135,131,76,47,39,178,210,-32
24025302801,Census Tract 3028.01, Harford County,849,201,284,83,28,39,312,314,-2
24510090200,Census Tract 902, Baltimore city,584,230,190,98,60,62,250,312,-62
24510270702,Census Tract 2707.02, Baltimore city,450,147,116,46,86,67,202,117,85
24033803900,Census Tract 8039, Prince George's County,938,145,192,83,8,13,200,138,62
24009860401,Census Tract 8604.01, Calvert County,2650,306,477,170,138,78,615,807,-192
24009860502,Census Tract 8605.02, Calvert County,622,119,101,69,0,12,101,219,-118
24033806714,Census Tract 8067.14, Prince George's County,1501,276,429,143,127,64,556,330,226
24041960900,Census Tract 9609, Talbot County,620,120,112,56,10,11,122,203,-81
24510100200,Census Tract 1002, Baltimore city,745,230,45,53,0,12,45,102,-57
24005402302,Census Tract 4023.02, Baltimore County,1631,284,428,129,119,66,547,471,76
24031701101,Census Tract 7011.01, Montgomery County,1120,178,196,72,34,39,230,344,-114
24033800403,Census Tract 8004.03, Prince George's County,985,161,205,77,115,49,320,356,-36
24031700607,Census Tract 7006.07, Montgomery County,2248,288,389,174,167,114,556,698,-142
24005402407,Census Tract 4024.07, Baltimore County,329,81,82,48,23,28,105,128,-23
24031701415,Census Tract 7014.15, Montgomery County,1922,260,539,189,123,89,662,582,80
24011955202,Census Tract 9552.02, Caroline County,330,82,54,41,10,12,64,84,-20
24011955301,Census Tract 9553.01, Caroline County,1132,148,222,109,58,40,280,167,113
24025304101,Census Tract 3041.01, Harford County,904,193,151,71,84,64,235,222,13
24025305100,Census Tract 3051, Harford County,1965,328,435,167,14,23,449,619,-170
24013507500,Census Tract 5075, Carroll County,2387,279,1460,232,87,73,1547,1476,71
24037875201,Census Tract 8752.01, St. Mary's County,1441,180,178,81,87,49,265,359,-94
24005451200,Census Tract 4512, Baltimore County,720,142,166,67,116,83,282,220,62
24031702102,Census Tract 7021.02, Montgomery County,1139,110,166,57,43,35,209,144,65
24013507704,Census Tract 5077.04, Carroll County,1729,285,308,128,197,124,505,409,96
24033802700,Census Tract 8027, Prince George's County,718,143,174,86,44,35,218,105,113
24005450200,Census Tract 4502, Baltimore County,723,180,162,119,31,31,193,207,-14
24013504201,Census Tract 5042.01, Carroll County,1552,271,237,87,79,75,316,408,-92
24001002200,Census Tract 22, Allegany County,609,137,104,56,12,20,116,111,5
24031701221,Census Tract 7012.21, Montgomery County,1400,228,228,129,74,53,302,342,-40
24005401400,Census Tract 4014, Baltimore County,422,100,86,56,11,11,97,85,12
24029950100,Census Tract 9501, Kent County,693,121,40,25,28,24,68,159,-91
24003750400,Census Tract 7504, Anne Arundel County,707,146,117,83,79,62,196,232,-36
24031700206,Census Tract 7002.06, Montgomery County,1626,164,307,90,125,64,432,482,-50
24033801216,Census Tract 8012.16, Prince George's County,1048,245,275,140,101,67,376,259,117
24015030904,Census Tract 309.04, Cecil County,1917,339,149,78,30,37,179,328,-149
24031700829,Census Tract 7008.29, Montgomery County,688,148,119,66,49,43,168,166,2
24031701201,Census Tract 7012.01, Montgomery County,1592,400,411,181,115,79,526,627,-101
24003731309,Census Tract 7313.09, Anne Arundel County,1518,312,392,169,17,28,409,404,5
24033800519,Census Tract 8005.19, Prince George's County,1152,209,172,81,106,64,278,473,-195
24003731103,Census Tract 7311.03, Anne Arundel County,1767,275,280,82,164,84,444,414,30
24033801212,Census Tract 8012.12, Prince George's County,658,237,99,66,15,21,114,223,-109
24031702200,Census Tract 7022, Montgomery County,1135,189,92,63,84,54,176,241,-65
24015030905,Census Tract 309.05, Cecil County,469,148,67,51,14,21,81,80,1
24043010900,Census Tract 109, Washington County,2339,356,492,170,165,92,657,689,-32
24510130806,Census Tract 1308.06, Baltimore city,263,106,21,19,69,40,90,57,33
24510160600,Census Tract 1606, Baltimore city,954,268,317,206,14,21,331,184,147
24017850202,Census Tract 8502.02, Charles County,1247,198,88,60,74,62,162,271,-109
24005490400,Census Tract 4904, Baltimore County,409,64,37,27,17,18,54,102,-48
24045010605,Census Tract 106.05, Wicomico County,1205,212,360,171,19,22,379,197,182
24033801003,Census Tract 8010.03, Prince George's County,1505,272,320,161,128,74,448,487,-39
24043011100,Census Tract 111, Washington County,1400,332,440,254,29,30,469,518,-49
24001000500,Census Tract 5, Allegany County,746,186,579,176,16,18,595,306,289
24027602201,Census Tract 6022.01, Howard County,1137,129,174,84,37,46,211,340,-129
24027605104,Census Tract 6051.04, Howard County,1738,158,234,74,112,61,346,414,-68
24033802407,Census Tract 8024.07, Prince George's County,519,155,109,69,24,39,133,233,-100
24003730901,Census Tract 7309.01, Anne Arundel County,821,139,162,69,43,26,205,227,-22
24003702601,Census Tract 7026.01, Anne Arundel County,1238,261,133,94,183,169,316,311,5
24033800102,Census Tract 8001.02, Prince George's County,469,132,104,102,84,58,188,218,-30
24033803513,Census Tract 8035.13, Prince George's County,1059,207,370,161,59,56,429,577,-148
24037875500,Census Tract 8755, St. Mary's County,3746,395,366,127,288,124,654,414,240
24023000200,Census Tract 2, Garrett County,935,173,113,53,40,35,153,115,38
24033800212,Census Tract 8002.12, Prince George's County,1231,283,304,159,317,132,621,728,-107
24013508101,Census Tract 5081.01, Carroll County,1191,319,224,78,62,44,286,354,-68
24001001700,Census Tract 17, Allegany County,1563,313,755,305,109,84,864,683,181
24510272005,Census Tract 2720.05, Baltimore city,1119,258,288,241,62,37,350,403,-53
24005420402,Census Tract 4204.02, Baltimore County,432,96,65,35,6,9,71,248,-177
24027605503,Census Tract 6055.03, Howard County,1533,456,393,210,114,100,507,575,-68
24031701503,Census Tract 7015.03, Montgomery County,1213,307,353,201,26,31,379,653,-274
24031701303,Census Tract 7013.03, Montgomery County,884,156,198,105,45,27,243,267,-24
24510130700,Census Tract 1307, Baltimore city,765,175,161,110,275,103,436,478,-42
24005408303,Census Tract 4083.03, Baltimore County,847,131,81,48,28,29,109,266,-157
24005451600,Census Tract 4516, Baltimore County,345,93,69,36,29,23,98,90,8
24510270802,Census Tract 2708.02, Baltimore city,1252,396,187,119,23,37,210,433,-223
24005408502,Census Tract 4085.02, Baltimore County,849,172,88,58,52,49,140,325,-185
24031701409,Census Tract 7014.09, Montgomery County,1121,184,292,132,95,51,387,428,-41
24031704502,Census Tract 7045.02, Montgomery County,808,88,89,47,30,18,119,111,8
24045010400,Census Tract 104, Wicomico County,2935,521,2319,445,93,65,2412,2263,149
24017850600,Census Tract 8506, Charles County,1285,254,243,102,57,45,300,376,-76
24021751600,Census Tract 7516, Frederick County,706,146,109,48,26,30,135,197,-62
24033800505,Census Tract 8005.05, Prince George's County,549,119,124,69,72,35,196,235,-39
24510080500,Census Tract 805, Baltimore city,369,167,48,43,0,12,48,114,-66
24005402504,Census Tract 4025.04, Baltimore County,1569,295,417,139,102,77,519,368,151
24005402405,Census Tract 4024.05, Baltimore County,1046,243,263,106,102,96,365,326,39
24510270803,Census Tract 2708.03, Baltimore city,1784,481,373,198,351,254,724,926,-202
24003706402,Census Tract 7064.02, Anne Arundel County,843,204,153,104,64,39,217,146,71
24003730100,Census Tract 7301, Anne Arundel County,2832,461,740,297,154,135,894,571,323
24033804101,Census Tract 8041.01, Prince George's County,723,194,96,83,71,64,167,330,-163
24510240400,Census Tract 2404, Baltimore city,536,153,29,29,281,143,310,228,82
24031703800,Census Tract 7038, Montgomery County,931,226,230,94,241,110,471,248,223
24033800800,Census Tract 8008, Prince George's County,565,156,157,95,47,33,204,190,14
24510090400,Census Tract 904, Baltimore city,375,115,34,35,13,16,47,58,-11
24009860802,Census Tract 8608.02, Calvert County,954,200,132,64,24,24,156,330,-174
24003731104,Census Tract 7311.04, Anne Arundel County,1208,168,230,94,59,41,289,398,-109
24033803606,Census Tract 8036.06, Prince George's County,1886,287,475,150,171,108,646,543,103
24043001002,Census Tract 10.02, Washington County,934,149,182,79,37,34,219,206,13
24001001503,Census Tract 15.03, Allegany County,255,72,40,25,0,12,40,74,-34
24003740305,Census Tract 7403.05, Anne Arundel County,4224,510,753,294,248,145,1001,1308,-307
24031703201,Census Tract 7032.01, Montgomery County,1829,380,384,159,19,26,403,625,-222
24035810600,Census Tract 8106, Queen Anne's County,1031,141,206,77,61,41,267,293,-26
24033803521,Census Tract 8035.21, Prince George's County,1989,360,445,191,168,105,613,431,182
24025303502,Census Tract 3035.02, Harford County,934,117,267,74,120,50,387,382,5
24021752101,Census Tract 7521.01, Frederick County,807,119,181,83,39,35,220,311,-91
24043010300,Census Tract 103, Washington County,1693,279,261,107,93,68,354,374,-20
24033802204,Census Tract 8022.04, Prince George's County,1118,265,301,171,58,47,359,422,-63
24047951300,Census Tract 9513, Worcester County,554,106,104,67,0,12,104,184,-80
24031706010,Census Tract 7060.10, Montgomery County,730,140,111,58,39,32,150,201,-51
24031700813,Census Tract 7008.13, Montgomery County,1484,259,322,144,141,85,463,481,-18
24043000601,Census Tract 6.01, Washington County,376,105,62,32,44,37,106,125,-19
24027602900,Census Tract 6029, Howard County,1039,180,183,95,53,44,236,292,-56
24033802501,Census Tract 8025.01, Prince George's County,506,184,87,56,22,24,109,113,-4
24025302200,Census Tract 3022, Harford County,690,168,79,58,15,16,94,156,-62
24510130300,Census Tract 1303, Baltimore city,593,183,27,21,4,6,31,66,-35
24021752204,Census Tract 7522.04, Frederick County,3151,324,363,151,167,104,530,411,119
24017850706,Census Tract 8507.06, Charles County,1694,273,342,127,95,59,437,284,153
24005400702,Census Tract 4007.02, Baltimore County,571,126,113,44,73,41,186,220,-34
24021767600,Census Tract 7676, Frederick County,670,93,112,50,6,8,118,201,-83
24031706011,Census Tract 7060.11, Montgomery County,1548,171,247,93,113,65,360,278,82
24027604001,Census Tract 6040.01, Howard County,2085,499,277,124,163,135,440,470,-30
24043000302,Census Tract 3.02, Washington County,666,174,71,48,12,20,83,91,-8
24017850708,Census Tract 8507.08, Charles County,1275,226,291,95,122,81,413,374,39
24003740702,Census Tract 7407.02, Anne Arundel County,2404,356,196,110,177,101,373,667,-294
24031702602,Census Tract 7026.02, Montgomery County,1451,492,359,196,492,278,851,878,-27
24005402603,Census Tract 4026.03, Baltimore County,1779,382,468,194,353,207,821,708,113
24005440600,Census Tract 4406, Baltimore County,567,78,163,42,35,25,198,139,59
24009860701,Census Tract 8607.01, Calvert County,775,191,262,107,31,35,293,218,75
24510090900,Census Tract 909, Baltimore city,1037,398,138,99,16,27,154,136,18
24510170100,Census Tract 1701, Baltimore city,315,98,96,59,69,33,165,102,63
24019970400,Census Tract 9704, Dorchester County,724,236,86,68,63,42,149,236,-87
24510090100,Census Tract 901, Baltimore city,804,232,215,110,27,23,242,300,-58
24027606901,Census Tract 6069.01, Howard County,1583,342,427,178,197,117,624,408,216
24003702300,Census Tract 7023, Anne Arundel County,1431,227,197,81,51,39,248,272,-24
24510010500,Census Tract 105, Baltimore city,420,122,5,8,219,72,224,221,3
24015030506,Census Tract 305.06, Cecil County,1995,393,443,157,202,151,645,804,-159
24025301204,Census Tract 3012.04, Harford County,826,143,146,79,64,43,210,237,-27
24031700816,Census Tract 7008.16, Montgomery County,2227,310,455,181,110,86,565,786,-221
24003702100,Census Tract 7021, Anne Arundel County,1262,273,281,128,37,44,318,221,97
24003730504,Census Tract 7305.04, Anne Arundel County,1665,427,203,102,238,154,441,490,-49
24037875100,Census Tract 8751, St. Mary's County,1472,337,249,127,161,91,410,304,106
24003751200,Census Tract 7512, Anne Arundel County,1159,302,285,122,119,129,404,442,-38
24025304102,Census Tract 3041.02, Harford County,967,174,137,76,47,38,184,186,-2
24003702208,Census Tract 7022.08, Anne Arundel County,2040,348,190,117,202,99,392,274,118
24005402201,Census Tract 4022.01, Baltimore County,883,296,293,95,13,31,306,377,-71
24025303803,Census Tract 3038.03, Harford County,1275,312,386,169,89,70,475,451,24
24033806100,Census Tract 8061, Prince George's County,993,169,122,75,117,67,239,401,-162
24027601104,Census Tract 6011.04, Howard County,2340,185,404,117,73,49,477,490,-13
24005451900,Census Tract 4519, Baltimore County,710,144,100,50,5,9,105,124,-19
24027606603,Census Tract 6066.03, Howard County,2561,472,680,213,131,93,811,952,-141
24033803610,Census Tract 8036.10, Prince George's County,900,216,318,104,61,46,379,242,137
24017850201,Census Tract 8502.01, Charles County,199,88,83,61,24,23,107,102,5
24031700716,Census Tract 7007.16, Montgomery County,2224,431,484,204,225,135,709,898,-189
24003750201,Census Tract 7502.01, Anne Arundel County,484,248,174,121,20,24,194,150,44
24033806713,Census Tract 8067.13, Prince George's County,1540,309,464,156,62,57,526,489,37
24001000400,Census Tract 4, Allegany County,634,202,99,87,23,35,122,149,-27
24013503000,Census Tract 5030, Carroll County,1560,347,390,145,11,18,401,372,29
24510151200,Census Tract 1512, Baltimore city,751,249,103,65,39,47,142,231,-89
24009861003,Census Tract 8610.03, Calvert County,1252,246,80,63,45,64,125,538,-413
24031703209,Census Tract 7032.09, Montgomery County,1833,385,378,243,160,121,538,535,3
24003740603,Census Tract 7406.03, Anne Arundel County,762,253,462,232,21,19,483,700,-217
24510130200,Census Tract 1302, Baltimore city,783,315,191,97,50,63,241,296,-55
24015030501,Census Tract 305.01, Cecil County,940,177,112,60,43,39,155,165,-10
24031704501,Census Tract 7045.01, Montgomery County,872,155,112,72,41,36,153,209,-56
24013505205,Census Tract 5052.05, Carroll County,831,142,116,57,54,35,170,303,-133
24021752801,Census Tract 7528.01, Frederick County,439,73,103,56,27,24,130,136,-6
24005402306,Census Tract 4023.06, Baltimore County,1225,205,205,116,123,68,328,370,-42
24003702702,Census Tract 7027.02, Anne Arundel County,790,155,118,63,36,29,154,158,-4
24001001600,Census Tract 16, Allegany County,444,109,132,78,34,24,166,187,-21
24031701800,Census Tract 7018, Montgomery County,1352,177,180,107,144,84,324,527,-203
24027605505,Census Tract 6055.05, Howard County,2039,231,306,95,109,67,415,400,15
24033800707,Census Tract 8007.07, Prince George's County,610,132,152,86,50,43,202,280,-78
24031700818,Census Tract 7008.18, Montgomery County,2416,602,601,182,135,92,736,866,-130
24510150800,Census Tract 1508, Baltimore city,788,248,149,116,25,38,174,138,36
24031703702,Census Tract 7037.02, Montgomery County,856,194,223,125,89,50,312,390,-78
24510160400,Census Tract 1604, Baltimore city,670,275,43,40,0,12,43,79,-36
24033801208,Census Tract 8012.08, Prince George's County,1207,231,246,95,98,58,344,280,64
24033800900,Census Tract 8009, Prince George's County,308,73,61,40,4,6,65,120,-55
24021752102,Census Tract 7521.02, Frederick County,1285,205,251,154,29,37,280,214,66
24005402403,Census Tract 4024.03, Baltimore County,460,137,111,52,56,49,167,251,-84
24027606701,Census Tract 6067.01, Howard County,707,138,80,39,67,41,147,181,-34
24037875400,Census Tract 8754, St. Mary's County,1904,283,313,149,154,122,467,600,-133
24005450300,Census Tract 4503, Baltimore County,512,158,89,51,0,12,89,114,-25
24021752501,Census Tract 7525.01, Frederick County,1080,152,211,59,41,33,252,383,-131
24031704100,Census Tract 7041, Montgomery County,1296,179,161,57,103,64,264,206,58
24025303802,Census Tract 3038.02, Harford County,424,84,106,49,28,22,134,156,-22
24005402503,Census Tract 4025.03, Baltimore County,1264,328,300,176,146,93,446,559,-113
24043000700,Census Tract 7, Washington County,867,244,92,76,0,12,92,189,-97
24005430800,Census Tract 4308, Baltimore County,906,218,350,132,60,50,410,254,156
24013513002,Census Tract 5130.02, Carroll County,1699,223,249,89,133,74,382,380,2
24003751500,Census Tract 7515, Anne Arundel County,1663,425,51,56,46,77,97,215,-118
24045010702,Census Tract 107.02, Wicomico County,2045,402,323,139,66,40,389,574,-185
